Domain,url_length,num_dots,num_hyphens,num_underscores,num_slashes,num_digits,digit_ratio,num_special,num_question,num_equal,num_dollar,num_exclamation,num_hashtag,num_percent,repeated_digits_url,domain_length,num_hyphens_domain,num_special_domain,has_special_domain,subdomain_count,avg_subdomain_len,subdomain_hyphen,subdomain_repeated_digits,entropy_url,entropy_domain,https,has_ip_host,is_related_to_cse,html_length,num_links,external_links_ratio,num_forms,has_login_form,num_scripts,num_iframes,title_length,meta_keyword_match,favicon_match_cse,favicon_distance
bobozhuer.xyz,20.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7219280948873625,3.238901256602631,0.0,0.0,0.23706376552581787,489.0,1.0,0.9999900000999989,0.0,0.0,0.0,0.0,9.0,0.0,0.0,999.0
nicelect.com,19.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5368867237421675,3.0220552088742005,0.0,0.0,0.3298000395298004,114.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,999.0
nic2lg.bond,18.0,1.0,0.0,0.0,2.0,1.0,0.055555524691375174,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8365916681089787,3.2776134368191157,0.0,0.0,0.33283334970474243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
telharmonics.com,23.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8820451081368623,3.625,0.0,0.0,0.27082470059394836,29410.0,6.0,0.8333319444467593,0.0,0.0,3.0,0.0,42.0,0.0,0.0,999.0
bobbybrandon.com,23.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.708132064658601,3.077819531114783,0.0,0.0,0.22138147056102753,263790.0,66.0,0.4999999242424357,1.0,0.0,33.0,0.0,40.0,0.0,1.0,22.0
i3bobv.bond,18.0,1.0,0.0,0.0,2.0,1.0,0.055555524691375174,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5724312513221195,2.8453509366224368,0.0,0.0,0.2664757966995239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
artechnicalbd.com,24.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.938721875540867,3.6901165175936645,0.0,0.0,0.27538377046585083,1369.0,4.0,0.7499981250046875,0.0,0.0,3.0,0.0,10.0,0.0,0.0,999.0
sbobet24hr.cz,20.0,1.0,0.0,0.0,2.0,2.0,0.099999950000025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.784183719779189,3.546593564294939,0.0,0.0,0.5340595841407776,46080.0,11.0,0.2727270247936138,0.0,0.0,5.0,0.0,10.0,0.0,1.0,26.0
linklensbiz.com,22.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.004886164091843,3.506890595608519,0.0,0.0,0.35766708850860596,3136.0,1.0,0.9999900000999989,0.0,0.0,6.0,0.0,11.0,0.0,0.0,999.0
aifmclinics.com,22.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7544418457133455,3.139572261986723,0.0,0.0,0.4271719753742218,84919.0,6.0,0.4999991666680556,1.0,0.0,6.0,0.0,15.0,1.0,0.0,999.0
bobibos.org,18.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4193819456463714,2.5949066182439395,0.0,0.0,0.38983795046806335,28675.0,1.0,0.9999900000999989,0.0,0.0,1.0,0.0,9.0,0.0,1.0,28.0
organictoeat.com,23.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.708132064658601,3.327819531114783,0.0,0.0,0.29451486468315125,114.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,999.0
botanicalwild.com,24.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8868421881310113,3.4992275471326924,0.0,0.0,0.29522278904914856,3060.0,1.0,0.9999900000999989,0.0,0.0,7.0,0.0,0.0,0.0,0.0,999.0
ommanicert.com,21.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6537567082870015,3.1820058147602133,0.0,0.0,0.2582177221775055,280575.0,221.0,0.443438893962041,0.0,0.0,13.0,2.0,10.0,1.0,0.0,999.0
thenationalfootclinic.org.uk,35.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9544425746945735,3.7264741182543757,0.0,0.0,0.2828863561153412,3149.0,1.0,0.9999900000999989,0.0,0.0,6.0,0.0,11.0,0.0,0.0,999.0
la20carniceria.com,25.0,1.0,0.0,0.0,2.0,2.0,0.0799999680000128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.943465189601647,3.4193819456463714,0.0,0.0,0.33100101351737976,1185.0,8.0,0.9999987500015626,0.0,0.0,0.0,0.0,10.0,0.0,0.0,999.0
nicestockcom.shop,24.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6572682296173893,3.4104172527605194,0.0,0.0,0.2519345283508301,114.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,999.0
sbobetplay.org,21.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7849418274376427,3.521640636343318,0.0,0.0,0.6043383479118347,94169.0,38.0,0.1842104778393479,0.0,0.0,5.0,0.0,55.0,0.0,0.0,999.0
rrhbob.info,18.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5032583347756456,2.913977073182752,0.0,0.0,0.4163506031036377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
anicrush.life,20.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9219280948873627,3.546593564294939,0.0,0.0,0.2946840524673462,11937.0,4.0,0.9999975000062501,1.0,0.0,1.0,0.0,66.0,1.0,0.0,999.0
btlmechanic.com,22.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7544418457133455,3.456564762130954,0.0,0.0,0.3642390966415405,3136.0,1.0,0.9999900000999989,0.0,0.0,6.0,0.0,11.0,0.0,0.0,999.0
khalinical.pro,21.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7256507561120933,3.3787834934861753,0.0,0.0,0.2768862247467041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
unicitygym.com,21.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6897037321995474,3.2359263506290326,0.0,0.0,0.47147029638290405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
ibobety.sbs,18.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4193819456463714,2.8453509366224368,0.0,0.0,0.5096765756607056,83394.0,70.0,0.15714283469388074,2.0,1.0,12.0,0.0,58.0,1.0,0.0,999.0
nicosainz.top,20.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.584183719779189,3.238901256602631,0.0,0.0,0.21920417249202728,74001.0,10.0,0.9999990000010001,0.0,0.0,12.0,0.0,22.0,1.0,0.0,999.0
haridharshiniclothhanger.top,35.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.821441945207328,3.6689869584530608,0.0,0.0,0.31379279494285583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
cmavionics.com,21.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6897037321995474,3.0391486719030705,0.0,0.0,0.37043753266334534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
tlbobfs.bond,19.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5368867237421675,3.0220552088742005,0.0,0.0,0.26579174399375916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
guivnice.bond,20.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9219280948873627,3.3927474104487847,0.0,0.0,0.26581379771232605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
pickonic.store,21.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6897037321995474,3.3787834934861753,0.0,0.0,0.17289160192012787,94746.0,2.0,0.0,2.0,1.0,53.0,0.0,15.0,1.0,0.0,999.0
minicrmbot.live,22.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8453509366224363,3.456564762130954,0.0,0.0,0.1737549602985382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
nicopaulsen.org,22.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.004886164091843,3.640223928941852,0.0,0.0,0.3127689063549042,3136.0,1.0,0.9999900000999989,0.0,0.0,6.0,0.0,11.0,0.0,0.0,999.0
ormonic.com,18.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4613201402110083,2.6635327548042547,0.0,0.0,0.2781418561935425,73018.0,4.0,0.24999937500156252,0.0,0.0,6.0,0.0,11.0,1.0,0.0,999.0
drnickohizu.org,22.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.913977073182752,3.506890595608519,0.0,0.0,0.3204711973667145,92779.0,59.0,0.915254082160325,3.0,0.0,34.0,0.0,47.0,1.0,0.0,999.0
sellmyelectronics.co.uk,30.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0062389286533895,3.642489673166126,0.0,0.0,0.24961864948272705,85651.0,7.0,0.4285708163274053,1.0,0.0,6.0,0.0,23.0,1.0,0.0,999.0
divinicoin.com,21.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.535174565635903,2.8073549220576037,0.0,0.0,0.2946067750453949,3743.0,1.0,0.9999900000999989,0.0,0.0,3.0,0.0,19.0,1.0,1.0,28.0
mpdominicana.com,23.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.621175542919471,3.077819531114783,0.0,0.0,0.3714367747306824,3137.0,1.0,0.9999900000999989,0.0,0.0,6.0,0.0,11.0,0.0,0.0,999.0
bobabobo.com,19.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.195295934496217,2.251629167387823,0.0,0.0,0.32209888100624084,113149.0,16.0,0.4999996875001953,0.0,0.0,8.0,0.0,7.0,0.0,0.0,999.0
biomotionclinics.co.uk,29.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7714370294611257,3.334209459448049,0.0,0.0,0.3099624514579773,117290.0,25.0,0.99999960000016,0.0,0.0,36.0,1.0,22.0,0.0,0.0,999.0
clinicadeinjetaveis.com.br,33.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12728313431329,3.796217602590056,0.0,0.0,0.4430420398712158,29410.0,6.0,0.8333319444467593,0.0,0.0,3.0,0.0,42.0,0.0,0.0,999.0
pranicfuel.com,21.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.011365041826379,3.6644977792004614,0.0,0.0,0.38145729899406433,79271.0,4.0,0.24999937500156252,0.0,0.0,6.0,0.0,11.0,1.0,0.0,999.0
inicioftrns.com,22.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6635327548042547,3.1898980954642875,0.0,0.0,0.30655622482299805,196292.0,14.0,0.2857140816327988,2.0,0.0,5.0,0.0,69.0,1.0,0.0,999.0
xlsbi1.cfd,17.0,1.0,0.0,0.0,2.0,1.0,0.058823494809708936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85216872360328,3.3219280948873626,0.0,0.0,0.4823208749294281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
miharmonic.shop,22.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6978458230844122,3.3735572622751855,0.0,0.0,0.3063027262687683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
